대분류,중분류,소분류,Section,테스트 항목,기대결과,WEB,Apple_Mobile,Android_Phone
Series Detailed Page,Details Section ,Favorites Button,Series Detailed Page>Details Section >Favorites Button,Filled Star 형태의 Favorites Button 기능 확인,해당 Content Bookmark 해제된다,비대상,UNTESTED,UNTESTED
Series Detailed Page,Details Section ,LIKE Button,Series Detailed Page>Details Section >LIKE Button,LIKE Button icon 확인,Thumbs Up 형태의 LIKE icon 노출된다,비대상,UNTESTED,UNTESTED
Series Detailed Page,Details Section ,LIKE Button,Series Detailed Page>Details Section >LIKE Button,LIKE Button focus 시 UI 확인,LIKE Button 강조되어 노출된다,비대상,UNTESTED,UNTESTED
Series Detailed Page,Details Section ,LIKE Button,Series Detailed Page>Details Section >LIKE Button,LIKE Button 선택 시 동작 확인,LIKED Button 노출된다,비대상,UNTESTED,UNTESTED
Series Detailed Page,Details Section ,LIKE Button,Series Detailed Page>Details Section >LIKE Button,LIKE Button 기능 확인,해당 Content LIKED 등록된다,비대상,UNTESTED,UNTESTED
Series Detailed Page,Details Section ,LIKE Button,Series Detailed Page>Details Section >LIKE Button,LIKED Button 확인,LIKED Button 노출된다,비대상,UNTESTED,UNTESTED
Series Detailed Page,Details Section ,LIKE Button,Series Detailed Page>Details Section >LIKE Button,LIKED Button icon 확인,Filled Thumbs Up 형태의 LIKED icon 노출된다,비대상,UNTESTED,UNTESTED
Series Detailed Page,Details Section ,LIKE Button,Series Detailed Page>Details Section >LIKE Button,LIKED Button focus 시 UI 확인,LIKED Button 강조되어 노출된다,비대상,UNTESTED,UNTESTED
Series Detailed Page,Details Section ,LIKE Button,Series Detailed Page>Details Section >LIKE Button,LIKED Button 선택 시 동작 확인,LIKE Button 노출된다,비대상,UNTESTED,UNTESTED
Series Detailed Page,Details Section ,LIKE Button,Series Detailed Page>Details Section >LIKE Button,LIKED Button 기능 확인,해당 Content LIKED 해제된다,비대상,UNTESTED,UNTESTED
Series Detailed Page,Details Section ,Share Button,Series Detailed Page>Details Section >Share Button,Share Button icon 확인,Share icon 노출된다,비대상,UNTESTED,UNTESTED
Series Detailed Page,Details Section ,Share Button,Series Detailed Page>Details Section >Share Button,Share Button focus 시 UI 확인,Share Button 노출된다,비대상,UNTESTED,UNTESTED
Series Detailed Page,Details Section ,Share Button,Series Detailed Page>Details Section >Share Button,Share Button 선택 시 동작 확인,Share Viewer 노출된다,비대상,UNTESTED,UNTESTED
Series Detailed Page,Details Section ,Share Button,Series Detailed Page>Details Section >Share Button,Share More Button 기능 확인,Share More Viewer 노출된다,비대상,UNTESTED,UNTESTED
Series Detailed Page,Details Section ,Share Button,Series Detailed Page>Details Section >Share Button,Share 기능 확인,해당 Series Detailed Page로 이동된다.,비대상,UNTESTED,UNTESTED
Series Detailed Page,Tab Menu Area,,,Tab Menu focus 시 UI 확인,Focused Tab Menu 강조되어 노출된다,비대상,UNTESTED,UNTESTED
Series Detailed Page,Tab Menu Area,,,Tab Menu focus 시 동작 확인,Focused Tab Menu 상단 영역 강조되어 노출된다,비대상,UNTESTED,UNTESTED
Series Detailed Page,Tab Menu Area,,,Tab Menu focus 시 Text 확인,Focused 된 Tab Menu의 Text가 흰색으로 노출된다.,비대상,UNTESTED,UNTESTED
Series Detailed Page,Tab Menu Area,,,Tab Menu focus 되지 않을 시 Text 확인,Focused 되지 않은 Tab Menu의 Text가 회색으로 노출된다.,비대상,UNTESTED,UNTESTED
Series Detailed Page,Tab Menu Area,Episodes,,Episodes Tab 노출 확인,Episodes Tab 노출된다.,비대상,UNTESTED,UNTESTED
Series Detailed Page,Tab Menu Area,Episodes,,Episodes Tab 기능 확인,Episodes List 노출된다.,비대상,UNTESTED,UNTESTED
Series Detailed Page,Tab Menu Area,Episodes,,Episodes Tab 미노출 확인,Episodes Tab 노출되지 않는다.,비대상,UNTESTED,UNTESTED
Series Detailed Page,Tab Menu Area,Show Info,,Show Info Tab 노출 확인,Show Info Tab 노출된다.,비대상,UNTESTED,UNTESTED
Series Detailed Page,Tab Menu Area,Show Info,,Show Info Tab 기능 확인,Content 정보 노출된다.,비대상,UNTESTED,UNTESTED
Series Detailed Page,Tab Menu Area,Webcomics,,Webcomics Tab 노출 확인,Webcomics Tab 노출된다.,비대상,UNTESTED,UNTESTED
Series Detailed Page,Tab Menu Area,Webcomics,,Webcomics Tab 기능 확인,Webcomics List 노출된다.,비대상,UNTESTED,UNTESTED
Series Detailed Page,Tab Menu Area,Webcomics,,Webcomics Tab 미노출 확인,Webcomics Tab 노출되지 않는다.,비대상,UNTESTED,UNTESTED
Series Detailed Page,Tab Menu Area,Trailers and more,,Trailers and more Tab 노출 확인,Trailers and more Tab 노출된다.,비대상,UNTESTED,UNTESTED
Series Detailed Page,Tab Menu Area,Trailers and more,,Trailers and more Tab 기능 확인,Trailers and more List 노출된다.,비대상,UNTESTED,UNTESTED
Series Detailed Page,Tab Menu Area,Trailers and more,,Trailers and more Tab 미노출 확인,Trailers and more Tab 노출되지 않는다.,비대상,UNTESTED,UNTESTED
Series Detailed Page,Tab Menu Area,More Like This,,More Like This Tab 노출 확인,Show Info Tab 노출된다.,비대상,UNTESTED,UNTESTED
Series Detailed Page,Tab Menu Area,More Like This,,More Like This Tab 기능 확인,관련 Content List가 노출된다.,비대상,UNTESTED,UNTESTED
Series Detailed Page,Episodes List Screen,Thumbnail,,Episode Thumbnail 노출 확인,Episode Thumbnail이 노출된다.,비대상,UNTESTED,UNTESTED
Series Detailed Page,Episodes List Screen,Thumbnail,,Thumbnail 내 지구본 형태의 Language icon 노출 확인,지구본 형태의 Language icon이 노출된다.,비대상,UNTESTED,UNTESTED
Series Detailed Page,Episodes List Screen,Thumbnail,,Thumbnail 내 Progress Bar 미노출 확인,Progress Bar가 노출되지 않는다.,비대상,UNTESTED,UNTESTED
Series Detailed Page,Episodes List Screen,Thumbnail,,Thumbnail Progress Bar 노출 확인,진행도 만큼 분홍색 bar가 노출된다.,비대상,UNTESTED,UNTESTED
Series Detailed Page,Episodes List Screen,Episode Detail,,Episode Number 노출 확인,Episode {N} 노출된다.,비대상,UNTESTED,UNTESTED
Series Detailed Page,Episodes List Screen,Episode Detail,,Content 업로드 일자 노출 확인,yyyy.mm.dd 가 노출된다.,비대상,UNTESTED,UNTESTED
Series Detailed Page,Episodes List Screen,Episode Detail,,Division Line 노출 확인,회색 구분선 형태의 Division Line 노출된다,비대상,UNTESTED,UNTESTED
Series Detailed Page,Episodes List Screen,Episode Detail,,Content 1시간 이상 러닝 타임 노출 확인,"해당 Content의 러닝 타임
{n}h {NN}m Left 가 노출된다.",비대상,UNTESTED,UNTESTED
Series Detailed Page,Episodes List Screen,Episode Detail,,Content 1시간 미만 러닝 타임 노출 확인,"해당 Content의 러닝 타임
{NN}m Left 가 노출된다.",비대상,UNTESTED,UNTESTED
Series Detailed Page,Episodes List Screen,Episode Detail,,More icon 노출 확인,세로로 줄 서있는 점 3개 icon이 노출된다.,비대상,UNTESTED,UNTESTED
Series Detailed Page,Episodes List Screen,Episode Detail,,synopsis 확인,synopsis 노출된다,비대상,UNTESTED,UNTESTED
Series Detailed Page,Episodes List Screen,Episode Detail,,synopsis Max Line 확인,synopsis Max Line 2줄 적용되어 노출된다,비대상,UNTESTED,UNTESTED
Series Detailed Page,Episodes List Screen,Episode Detail,,synopsis 생략 확인,synopsis 말줄임표로 생략되어 노출된다,비대상,UNTESTED,UNTESTED
Series Detailed Page,Episodes List Screen,Episode Detail,,Episode 미노출 확인,Episode tab 노출되지 않는다,비대상,UNTESTED,UNTESTED
Series Detailed Page,Show Info Screen,,,Keytalk Keyword Button List Area 노출 여부 확인,Keytalk Keyword Button List Area 노출되지 않는다,비대상,UNTESTED,UNTESTED
Series Detailed Page,Show Info Screen,,,Keytalk Keyword Button List Area 확인,"""Related Key Terms, Powered By AI"" Area 노출된다",비대상,UNTESTED,UNTESTED
Series Detailed Page,Show Info Screen,,,Question icon 확인,Circled ? 형태의 Question icon 노출된다,비대상,UNTESTED,UNTESTED
Series Detailed Page,Show Info Screen,,,Question icon 기능 확인,Keytalk Question POP UP 노출된다,비대상,UNTESTED,UNTESTED
Series Detailed Page,Show Info Screen,,,Keytalk Question POP UP 확인,"""AI keywords help you discover content you’ll love with personalized recommendations."" text 출력된다",비대상,UNTESTED,UNTESTED
Series Detailed Page,Show Info Screen,,,Keytalk Question POP UP 동작 확인,Keytalk Question POP UP 사라진다,비대상,UNTESTED,UNTESTED
Series Detailed Page,Show Info Screen,,,Keytalk Keyword Button 확인,Keytalk Keyword Button 노출된다,비대상,UNTESTED,UNTESTED
Series Detailed Page,Show Info Screen,,,Keytalk Keyword Button 노출 갯수 확인,Keytalk Keyword Button 5개 노출된다,비대상,UNTESTED,UNTESTED
Series Detailed Page,Show Info Screen,,,좌측 Swipe 동작 확인,Keytalk Keyword 우측으로 Scrolling 된다,비대상,UNTESTED,UNTESTED
Series Detailed Page,Show Info Screen,,,우측 Swipe 동작 확인,Keytalk Keyword 좌측으로 Scrolling 된다,비대상,UNTESTED,UNTESTED
Series Detailed Page,Show Info Screen,,,좌측 Scrolling 불가 여부 확인,Keytalk Keyword Scrolling 되지 않는다,비대상,UNTESTED,UNTESTED
Series Detailed Page,Show Info Screen,,,우측 Scrolling 불가 여부 확인,Keytalk Keyword Scrolling 되지 않는다,비대상,UNTESTED,UNTESTED
Series Detailed Page,Show Info Screen,,,Keytalk Keyword Button 기능 확인,Search Results Page 진입된다,비대상,UNTESTED,UNTESTED
Series Detailed Page,Show Info Screen,,,Keytalk Keyword Button 선택 시 동작 확인,선택한 Keytalk Keyword Button 기반 검색된다,비대상,UNTESTED,UNTESTED
Series Detailed Page,Show Info Screen,,,Genre Area 확인,"""Genre"" Area 노출된다",비대상,UNTESTED,UNTESTED
Series Detailed Page,Show Info Screen,,,Content Genre text 확인,Content Genre text 출력된다,비대상,UNTESTED,UNTESTED
Series Detailed Page,Show Info Screen,,,Content Genre comma 확인,Comma 구분자 노출된다,비대상,UNTESTED,UNTESTED
Series Detailed Page,Show Info Screen,,,Director Area 확인,"""Director"" Area 노출된다",비대상,UNTESTED,UNTESTED
Series Detailed Page,Show Info Screen,,,Content Director text 확인,Content Director text 출력된다,비대상,UNTESTED,UNTESTED
Series Detailed Page,Show Info Screen,,,Writer Area 확인,"""Writer"" Area 노출된다",비대상,UNTESTED,UNTESTED
Series Detailed Page,Show Info Screen,,,Content Writer text 확인,Content Writer text 출력된다,비대상,UNTESTED,UNTESTED
Series Detailed Page,Show Info Screen,,,Year Area 확인,"""Year"" Area 노출된다",비대상,UNTESTED,UNTESTED
Series Detailed Page,Show Info Screen,,,Content Year text 확인,"""{YYYY}"" text 출력된다",비대상,UNTESTED,UNTESTED
Series Detailed Page,Show Info Screen,,,Cast Area 확인,"""Cast"" Area 노출된다",비대상,UNTESTED,UNTESTED
Series Detailed Page,Show Info Screen,,,Content Cast text 확인,Content Cast text 출력된다,비대상,UNTESTED,UNTESTED
Series Detailed Page,Show Info Screen,,,Content Cast comma 확인,Comma 구분자 노출된다,비대상,UNTESTED,UNTESTED
Series Detailed Page,Show Info Screen,,,Subtitles Area 확인,"""Subtitles"" Area 노출된다",비대상,UNTESTED,UNTESTED
Series Detailed Page,Show Info Screen,,,Content Subtitle 확인,해당 Content Subtitle 노출된다,비대상,UNTESTED,UNTESTED
Series Detailed Page,Show Info Screen,,,delimiter 확인,타원 형태의 구분자 노출된다,비대상,UNTESTED,UNTESTED
Series Detailed Page,Show Info Screen,,,English Subtitle 확인,English Subtitle 노출된다,비대상,UNTESTED,UNTESTED
Series Detailed Page,Show Info Screen,,,English Subtitle stringset 확인,"""English"" text 출력된다",비대상,UNTESTED,UNTESTED
Series Detailed Page,Show Info Screen,,,Portuguese Subtitle 확인,Portuguese Subtitle 노출된다,비대상,UNTESTED,UNTESTED
Series Detailed Page,Show Info Screen,,,Portuguese Subtitle stringset 확인,"""Portuguese"" text 출력된다",비대상,UNTESTED,UNTESTED
Series Detailed Page,Show Info Screen,,,Spanish Subtitle 확인,Spanish Subtitle 노출된다,비대상,UNTESTED,UNTESTED
Series Detailed Page,Show Info Screen,,,Spanish Subtitle stringset 확인,"""Spanish"" text 출력된다",비대상,UNTESTED,UNTESTED
Series Detailed Page,Show Info Screen,,,Chinese Subtitle 확인,Chinese Subtitle 노출된다,비대상,UNTESTED,UNTESTED
Series Detailed Page,Show Info Screen,,,Chinese Subtitle stringset 확인,"""Chinese"" text 출력된다",비대상,UNTESTED,UNTESTED
Series Detailed Page,Show Info Screen,,,Vietnamese Subtitle 확인,Vietnamese Subtitle 노출된다,비대상,UNTESTED,UNTESTED
Series Detailed Page,Show Info Screen,,,Vietnamese Subtitle stringset 확인,"""Vietnamese"" text 출력된다",비대상,UNTESTED,UNTESTED
Series Detailed Page,Show Info Screen,,,Rating Area 확인,"""Rating"" Area 노출된다",비대상,UNTESTED,UNTESTED
Series Detailed Page,Show Info Screen,,,"US, Canada Rating icon 확인",Rating icon 노출된다,비대상,UNTESTED,UNTESTED
Series Detailed Page,Show Info Screen,,,Other Countries Rating icon 확인,해당 국가에 맞는 Rating icon 노출된다,비대상,UNTESTED,UNTESTED
Series Detailed Page,Show Info Screen,,,Other Countries Numbering Rating icon 확인,Numbering Rating icon 노출된다,비대상,UNTESTED,UNTESTED
Series Detailed Page,Webcomics Screen,,,Webcomics Info box 확인,Webcomics Info box 노출된다,비대상,UNTESTED,UNTESTED
Series Detailed Page,Webcomics Screen,,,Webcomics Info icon 확인,Circled i 형태의 icon 노출된다,비대상,UNTESTED,UNTESTED
Series Detailed Page,Webcomics Screen,,,Webcomics Info Button 확인,아래 방향키 형태의 Navigation Button 노출된다,비대상,UNTESTED,UNTESTED
Series Detailed Page,Webcomics Screen,,,Webcomics Info Button 기능 확인,Webcomics Info Area 노출된다,비대상,UNTESTED,UNTESTED
Series Detailed Page,Webcomics Screen,,,Webcomics Info Button 기능 확인,Webcomics Info Area 비활성화 상태로 노출된다,비대상,UNTESTED,UNTESTED
Series Detailed Page,Webcomics Screen,Webcomics Info Area,,thumbnail image 확인,thumbnail image 노출된다,비대상,UNTESTED,UNTESTED
Series Detailed Page,Webcomics Screen,Webcomics Info Area,,Content Releases Date 확인,해당 Content Releases Date 노출된다,비대상,UNTESTED,UNTESTED
Series Detailed Page,Webcomics Screen,Webcomics Info Area,,Content Releases Date stringset 확인,"""Releases Date"" text 출력된다",비대상,UNTESTED,UNTESTED
Series Detailed Page,Webcomics Screen,Webcomics Info Area,,Content Releases Date text 확인,"""{YYYY.MM.DD}"" text 출력된다",비대상,UNTESTED,UNTESTED
Series Detailed Page,Webcomics Screen,Webcomics Info Area,,Content Writer 확인,해당 Content Writer 노출된다,비대상,UNTESTED,UNTESTED
Series Detailed Page,Webcomics Screen,Webcomics Info Area,,Content Writer stringset 확인,"""Writer"" text 출력된다",비대상,UNTESTED,UNTESTED
Series Detailed Page,Webcomics Screen,Webcomics Info Area,,Content Subtitle 확인,해당 Content Subtitle 노출된다,비대상,UNTESTED,UNTESTED
Series Detailed Page,Webcomics Screen,Webcomics Info Area,,Content Subtitle stringset 확인,"""Subtitles"" text 출력된다",비대상,UNTESTED,UNTESTED
Series Detailed Page,Webcomics Screen,Webcomics Info Area,,Content Subtitle text 확인,Subtitle 각 국가별 언어로 출력된다,비대상,UNTESTED,UNTESTED
Series Detailed Page,Webcomics Screen,Webcomics Info Area,,delimiter 확인,타원 형태의 구분자 노출된다,비대상,UNTESTED,UNTESTED
Series Detailed Page,Webcomics Screen,,,Sorting Button 확인,Sorting Button 노출된다,비대상,UNTESTED,UNTESTED
Series Detailed Page,Webcomics Screen,,,Sorting Button 확인,Sorting Button 노출되지 않는다,비대상,UNTESTED,UNTESTED
Series Detailed Page,Webcomics Screen,,,Sorting Button stringset 확인,"""All Episodes"" text 출력된다",비대상,UNTESTED,UNTESTED
Series Detailed Page,Webcomics Screen,,,Sorting Button UI 확인,아래 방향키 형태의 Navigation Button 노출된다,비대상,UNTESTED,UNTESTED
Series Detailed Page,Webcomics Screen,,,Language icon 확인,지구본 형태의 Language icon 노출된다,비대상,UNTESTED,UNTESTED
Series Detailed Page,Webcomics Screen,,,Red dot icon 확인,Tab Menu 상단에 Red dot 노출된다,비대상,UNTESTED,UNTESTED
Series Detailed Page,Webcomics Screen,,,synopsis text 확인,synopsis text 출력된다,비대상,UNTESTED,UNTESTED
Series Detailed Page,Webcomics Screen,,,synopsis text 구분 동작 확인,synopsis text 2줄로 구분되어 출력된다,비대상,UNTESTED,UNTESTED
Series Detailed Page,Webcomics Screen,,,synopsis text 말줄임표 확인,"synopsis text 말줄임표(""..."")로 생략되어 노출된다",비대상,UNTESTED,UNTESTED
Series Detailed Page,Webcomics Screen,,,View More icon 확인,Hamburger Button 형태의 View More icon 노출된다,비대상,UNTESTED,UNTESTED
Series Detailed Page,Webcomics Screen,,,View More icon 기능 확인,Bottom Toast POP UP 노출된다,비대상,UNTESTED,UNTESTED
Series Detailed Page,Webcomics Screen,,,Update inform text 확인,해당 Content Update Day 노출된다,비대상,UNTESTED,UNTESTED
Series Detailed Page,Webcomics Screen,,,Update inform text stringset 확인,"""{YYYY.MM.DD}"" text 출력된다",비대상,UNTESTED,UNTESTED
Series Detailed Page,Webcomics Screen,,,New icon 확인,New icon 노출된다,비대상,UNTESTED,UNTESTED
Series Detailed Page,Webcomics Screen,,,New icon stringest 확인,"""New"" text 출력된다",비대상,UNTESTED,UNTESTED
Series Detailed Page,Webcomics Screen,,,New icon UI 확인,New icon text 보라색으로 강조되어 노출된다,비대상,UNTESTED,UNTESTED
Series Detailed Page,Webcomics Screen,,,Free icon 확인,Free icon 노출된다,비대상,UNTESTED,UNTESTED
Series Detailed Page,Webcomics Screen,,,Free icon stringest 확인,"""Free"" text 출력된다",비대상,UNTESTED,UNTESTED
Series Detailed Page,Webcomics Screen,,,Free icon UI 확인,Free icon text 초록색으로 강조되어 노출된다,비대상,UNTESTED,UNTESTED
Series Detailed Page,Webcomics Screen,,,Last Viewed icon 확인,Last Viewed icon 노출된다,비대상,UNTESTED,UNTESTED
Series Detailed Page,Webcomics Screen,,,Last Viewed icon stringest 확인,Last Viewed text 출력된다,비대상,UNTESTED,UNTESTED
Series Detailed Page,Webcomics Screen,,,Last Viewed icon User 추적 동작 확인,User Last Viewed Content poster imgae 상에 Last Viewed icon 노출된다,비대상,UNTESTED,UNTESTED
Series Detailed Page,More like this Screen,,,Content List 확인,3열로 정렬되어 노출된다,비대상,UNTESTED,UNTESTED
Series Detailed Page,More like this Screen,,,Scroll Down 동작 확인,Scroll Down 동작한다,비대상,UNTESTED,UNTESTED
Series Detailed Page,More like this Screen,,,Scroll Up 동작 확인,Scroll Up 동작한다,비대상,UNTESTED,UNTESTED
Series Detailed Page,More like this Screen,,,Scroll Up 동작 불가 여부 확인,Scroll Up 동작하지 않는다,비대상,UNTESTED,UNTESTED
Series Detailed Page,More like this Screen,,,Scroll Down 동작 불가 여부 확인,Scroll Down 동작하지 않는다,비대상,UNTESTED,UNTESTED
Series Detailed Page,Episodes Screen,Bottom Toast POP UP,,Share 항목 확인,"""Share"" 항목 노출된다",비대상,UNTESTED,UNTESTED
Series Detailed Page,Episodes Screen,Bottom Toast POP UP,,Share icon 확인,Share icon 노출된다,비대상,UNTESTED,UNTESTED
Series Detailed Page,Episodes Screen,Bottom Toast POP UP,,Division Line 확인,회색 구분선 형태의 Division Line 노출된다,비대상,UNTESTED,UNTESTED
Series Detailed Page,Episodes Screen,Bottom Toast POP UP,,Share 항목 기능 확인,Share POP UP 노출된다,비대상,UNTESTED,UNTESTED
Series Detailed Page,Episodes Screen,Bottom Toast POP UP,,Share 항목 선택 시 동작 확인,Bottom Toast POP UP 사라진다,비대상,UNTESTED,UNTESTED
Series Detailed Page,Episodes Screen,Share POP UP,,Home Indicator 확인,Home Indicator 노출된다,비대상,UNTESTED,UNTESTED
Series Detailed Page,Episodes Screen,Share POP UP,,Instagram Storiesg Button 확인,Instagram Storiesg logo 노출된다,비대상,UNTESTED,UNTESTED
Series Detailed Page,Episodes Screen,Share POP UP,,Instagram Storiesg title text 노출 확인,title text 노출된다,비대상,UNTESTED,UNTESTED
Series Detailed Page,Episodes Screen,Share POP UP,,Instagram Storiesg text stringset 확인,"""Instagram Storiesg"" text 출력된다",비대상,UNTESTED,UNTESTED
Series Detailed Page,Episodes Screen,Share POP UP,,Instagram Storiesg Button 기능 확인,Instagram Storiesg Console 노출된다,비대상,UNTESTED,UNTESTED
Series Detailed Page,Episodes Screen,Share POP UP,,Facebook Button 확인,Facebook logo 노출된다,비대상,UNTESTED,UNTESTED
Series Detailed Page,Episodes Screen,Share POP UP,,Facebook title text 노출 확인,title text 노출된다,비대상,UNTESTED,UNTESTED
Series Detailed Page,Episodes Screen,Share POP UP,,Facebook text stringset 확인,"""Facebook"" text 출력된다",비대상,UNTESTED,UNTESTED
Series Detailed Page,Episodes Screen,Share POP UP,,Facebook Button 기능 확인,Facebook Console 노출된다,비대상,UNTESTED,UNTESTED
Series Detailed Page,Episodes Screen,Share POP UP,,Twitter Button 확인,Twitter logo 노출된다,비대상,UNTESTED,UNTESTED
Series Detailed Page,Episodes Screen,Share POP UP,,Twitter title text 노출 확인,title text 노출된다,비대상,UNTESTED,UNTESTED
Series Detailed Page,Episodes Screen,Share POP UP,,Twitter text stringset 확인,"""Twitter"" text 출력된다",비대상,UNTESTED,UNTESTED
Series Detailed Page,Episodes Screen,Share POP UP,,Twitter Button 기능 확인,Twitter Console 노출된다,비대상,UNTESTED,UNTESTED
Series Detailed Page,Episodes Screen,Share POP UP,,Copy to URL Button 확인,Copy to URL logo 노출된다,비대상,UNTESTED,UNTESTED
Series Detailed Page,Episodes Screen,Share POP UP,,Copy to URL title text 노출 확인,title text 노출된다,비대상,UNTESTED,UNTESTED
Series Detailed Page,Episodes Screen,Share POP UP,,Copy to URL text stringset 확인,"""Copy to URL"" text 출력된다",비대상,UNTESTED,UNTESTED
Series Detailed Page,Episodes Screen,Share POP UP,,Copy to URL Button 기능 확인,URL Copy 동작한다,비대상,UNTESTED,UNTESTED
Series Detailed Page,Episodes Screen,Share POP UP,,Copy to URL Button 선택 시 동작 확인,URL copied toast POP UP 노출된다,비대상,UNTESTED,UNTESTED
Series Detailed Page,Episodes Screen,Share POP UP,,URL copied toast POP UP title text 노출 확인,title text 노출된다,비대상,UNTESTED,UNTESTED
Series Detailed Page,Episodes Screen,Share POP UP,,URL copied toast POP UP text stringset 노출 확인,"""URL copied to clipboard!"" text 출력된다",비대상,UNTESTED,UNTESTED
Series Detailed Page,Episodes Screen,Share POP UP,,Auto Close 동작 확인,URL copied toast POP UP 사라진다,비대상,UNTESTED,UNTESTED
Series Detailed Page,Episodes Screen,Share POP UP,,More Button 확인,3 dots 형태의 More 아이콘 노출된다,비대상,UNTESTED,UNTESTED
Series Detailed Page,Episodes Screen,Share POP UP,,More title text 노출 확인,title text 노출된다,비대상,UNTESTED,UNTESTED
Series Detailed Page,Episodes Screen,Share POP UP,,More text stringset 확인,"""More"" text 출력된다",비대상,UNTESTED,UNTESTED
Series Detailed Page,Episodes Screen,Share POP UP,,More Button 기능 확인,Share POP UP More Area 노출된다,비대상,UNTESTED,UNTESTED
Series Detailed Page,Episodes Screen,Share POP UP,,Open Spotify Link 확인,Open Spotify Link 노출된다,비대상,UNTESTED,UNTESTED
Series Detailed Page,Episodes Screen,Share POP UP,,좌측 Rolling 동작 불가 여부 확인,좌측 Rolling 동작하지 않는다,비대상,UNTESTED,UNTESTED
Series Detailed Page,Episodes Screen,Share POP UP,,우측 Rolling 동작 확인,우측 Rolling 된다,비대상,UNTESTED,UNTESTED
Series Detailed Page,Episodes Screen,Share POP UP,,우측 Rolling 동작 불가 여부 확인,우측 Rolling 동작하지 않는다,비대상,UNTESTED,UNTESTED
Series Detailed Page,Episodes Screen,Share POP UP,,좌측 Rolling 동작 확인,좌측 Rolling 된다,비대상,UNTESTED,UNTESTED
Series Detailed Page,Episodes Screen,information POP UP,,information Text 확인,"""information"" Text 노출된다.",비대상,UNTESTED,UNTESTED
Series Detailed Page,Episodes Screen,information POP UP,,information icon 확인,information icon 노출된다.,비대상,UNTESTED,UNTESTED
Series Detailed Page,Episodes Screen,information POP UP,,information POP UP 노출 확인,Episode information POP UP이 정중앙에 노출된다.,비대상,UNTESTED,UNTESTED
Series Detailed Page,Episodes Screen,information POP UP,,information POP UP 가로 해상도 확인,팝업의 가로 크기가 좌우 여백 비율에 맞춰 함께 확장된다..,비대상,UNTESTED,UNTESTED
Series Detailed Page,Episodes Screen,information POP UP,,information POP UP 세로 해상도 확인,팝업의 세로 크기는 고정 노출된다.,비대상,UNTESTED,UNTESTED
Series Detailed Page,Episodes Screen,information POP UP,,Content Name 노출 확인,Content Name 노출된다.,비대상,UNTESTED,UNTESTED
Series Detailed Page,Episodes Screen,information POP UP,,Content Name 모두 노출 확인,Content Name 이 말줄임 없이 모두 노출된다.,비대상,UNTESTED,UNTESTED
Series Detailed Page,Episodes Screen,information POP UP,,Rating icon 확인,Rating icon 노출된다,비대상,UNTESTED,UNTESTED
Series Detailed Page,Episodes Screen,information POP UP,,Content Rating icon 확인,해당 Content Rating icon 노출된다,비대상,UNTESTED,UNTESTED
Series Detailed Page,Episodes Screen,information POP UP,,TV-Y Rating icon 확인,"""TV-Y"" text 출력된다",비대상,UNTESTED,UNTESTED
Series Detailed Page,Episodes Screen,information POP UP,,TV-Y7 Rating icon 확인,"""TV-Y7"" text 출력된다",비대상,UNTESTED,UNTESTED
Series Detailed Page,Episodes Screen,information POP UP,,TV-Y7-FV Rating icon 확인,"""TV-Y7-FV"" text 출력된다",비대상,UNTESTED,UNTESTED
Series Detailed Page,Episodes Screen,information POP UP,,TV-G Rating icon 확인,"""TV-G"" text 출력된다",비대상,UNTESTED,UNTESTED
Series Detailed Page,Episodes Screen,information POP UP,,G Rating icon 확인,"""G"" text 출력된다",비대상,UNTESTED,UNTESTED
Series Detailed Page,Episodes Screen,information POP UP,,TV-PG Rating icon 확인,"""TV-PG"" text 출력된다",비대상,UNTESTED,UNTESTED
Series Detailed Page,Episodes Screen,information POP UP,,PG Rating icon 확인,"""PG"" text 출력된다",비대상,UNTESTED,UNTESTED
Series Detailed Page,Episodes Screen,information POP UP,,PG-13 Rating icon 확인,"""PG-13"" text 출력된다",비대상,UNTESTED,UNTESTED
Series Detailed Page,Episodes Screen,information POP UP,,TV-14 Rating icon 확인,"""TV-14"" text 출력된다",비대상,UNTESTED,UNTESTED
Series Detailed Page,Episodes Screen,information POP UP,,R Rating icon 확인,"""R"" text 출력된다",비대상,UNTESTED,UNTESTED
Series Detailed Page,Episodes Screen,information POP UP,,TV-MA Rating icon 확인,"""TV-MA"" text 출력된다",비대상,UNTESTED,UNTESTED
Series Detailed Page,Episodes Screen,information POP UP,,NC-17 Rating icon 확인,"""NC-17"" text 출력된다",비대상,UNTESTED,UNTESTED
Series Detailed Page,Episodes Screen,information POP UP,,Content Released Year 확인,해당 Content Released Year 노출된다,비대상,UNTESTED,UNTESTED
Series Detailed Page,Episodes Screen,information POP UP,,Genre text 확인,Genre text 출력된다,비대상,UNTESTED,UNTESTED
Series Detailed Page,Episodes Screen,information POP UP,,Division Line 확인,구분선 형태의 Division Line 노출된다,비대상,UNTESTED,UNTESTED
Series Detailed Page,Episodes Screen,information POP UP,,Running Time text 확인,Running Time text 노출된다,비대상,UNTESTED,UNTESTED
Series Detailed Page,Episodes Screen,information POP UP,,Running Time text Stringset 확인,"""(N)h (NN)m"" text 출력된다",비대상,UNTESTED,UNTESTED
Series Detailed Page,Episodes Screen,information POP UP,,Subtitle Text 확인,"""Subtitle"" Text 출력된다",비대상,UNTESTED,UNTESTED
