대분류,중분류,소분류,Section,테스트 항목,기대결과,FireTV,ROKU,AndroidTV,AppleTV
Splash Screen,,,Splash Screen,KOCOWA Logo image 확인,KOCOWA logo image 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Splash Screen,,,Splash Screen,KOCOWA Logo image Animation 확인,KOCOWA logo image Animation 적용되어 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Splash Screen,Get Started,,Splash Screen>Get Started,Get Started Page 진입 동작 확인,Get Started Page 진입된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Splash Screen,Get Started,,Splash Screen>Get Started,미결제 시 Initial Page 진입 동작 확인,Initial Page 진입된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Splash Screen,Get Started,,Splash Screen>Get Started,Home Main Page 진입 동작 확인,Home Main Page 진입된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Splash Screen,Get Started,,Splash Screen>Get Started,Network 미연결 시 동작 확인,Offline POP UP 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Get Started Page,,,Get Started Page,Background image 확인,Background image 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Get Started Page,,,Get Started Page,KOCOWA Logo image 확인,KOCOWA logo image 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Get Started Page,,,Get Started Page,title text 확인,title text 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Get Started Page,,,Get Started Page,title text stringset 확인,"""A Library of Korean Stories, All in One Place"" text 출력된다",UNTESTED,UNTESTED,UNTESTED,UNTESTED
Get Started Page,,,Get Started Page,리모컨 아래 방향키 입력 시 동작 확인,focus 하단으로 이동한다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Get Started Page,,,Get Started Page,리모컨 위 방향키 입력 시 동작 확인,focus 상단으로 이동한다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Get Started Page,,,Get Started Page,리모컨 우측 방향키 입력 시 동작 확인,focus 우측으로 이동한다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Get Started Page,,,Get Started Page,리모컨 좌측 방향키 입력 시 동작 확인,focus 좌측으로 이동한다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Get Started Page,,,Get Started Page,리모컨 취소 Button 입력 시 동작 확인,KOCOWA Exit POP UP 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Get Started Page,Functional Area,,Get Started Page>Functional Area,Division line 확인,구분선 형태의 Division Line 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Get Started Page,Functional Area,Free Trial Button,Get Started Page>Functional Area>Free Trial Button,Free Trial Button 확인,Free Trial Button 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Get Started Page,Functional Area,Free Trial Button,Get Started Page>Functional Area>Free Trial Button,Free Trial Button stringset 확인,"""Free Trial"" text 출력된다",UNTESTED,UNTESTED,UNTESTED,UNTESTED
Get Started Page,Functional Area,Free Trial Button,Get Started Page>Functional Area>Free Trial Button,Free Trial Button focus 시 UI 확인,Free Trial Button 강조되어 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Get Started Page,Functional Area,Free Trial Button,Get Started Page>Functional Area>Free Trial Button,Free Trial Button focus 시 동작 확인,sub text 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Get Started Page,Functional Area,Free Trial Button,Get Started Page>Functional Area>Free Trial Button,Free Trial Button 기능 확인,Sign Up Page 진입된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Get Started Page,Functional Area,sub text,Get Started Page>Functional Area>sub text,sub text 노출 여부 확인,sub text 노출되지 않는다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Get Started Page,Functional Area,sub text,Get Started Page>Functional Area>sub text,sub text stringset 확인,"""If you sign up and subscribe, you can watch for free for 14 days, limited to once per account."" text 출력된다",UNTESTED,UNTESTED,UNTESTED,UNTESTED
Get Started Page,Functional Area,Sign In Button,Get Started Page>Functional Area>Sign In Button,Sign In Button 확인,Sign In Button 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Get Started Page,Functional Area,Sign In Button,Get Started Page>Functional Area>Sign In Button,Sign In Button stringset 확인,"""Sign In"" text 출력된다",UNTESTED,UNTESTED,UNTESTED,UNTESTED
Get Started Page,Functional Area,Sign In Button,Get Started Page>Functional Area>Sign In Button,Sign In Button focus 시 UI 확인,Sign In Button 강조되어 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Get Started Page,Functional Area,Sign In Button,Get Started Page>Functional Area>Sign In Button,Sign In Button 기능 확인,Sign In Page 진입된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Get Started Page,Functional Area,Mobile App Sign In Button,Get Started Page>Functional Area>Mobile App Sign In Button,Mobile App Sign In Button 확인,Mobile App Sign In Button 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Get Started Page,Functional Area,Mobile App Sign In Button,Get Started Page>Functional Area>Mobile App Sign In Button,Mobile App Sign In Button stringset 확인,"""Mobile App Sign In"" text 출력된다",UNTESTED,UNTESTED,UNTESTED,UNTESTED
Get Started Page,Functional Area,Mobile App Sign In Button,Get Started Page>Functional Area>Mobile App Sign In Button,Mobile App Sign In Button focus 시 UI 확인,Mobile App Sign In Button 강조되어 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Get Started Page,Functional Area,Mobile App Sign In Button,Get Started Page>Functional Area>Mobile App Sign In Button,Mobile App Sign In Button 기능 확인,QR Code Sign In Page 진입된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Get Started Page,Functional Area,Link the VIZIO Account Button,Get Started Page>Functional Area>Link the VIZIO Account Button,Link the VIZIO Account Button 노출 여부 확인,Link the VIZIO Account Button 노출되지 않는다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Get Started Page,Functional Area,Link the VIZIO Account Button,Get Started Page>Functional Area>Link the VIZIO Account Button,Link the VIZIO Account Button 확인,Link the VIZIO Account Button 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Get Started Page,Functional Area,Link the VIZIO Account Button,Get Started Page>Functional Area>Link the VIZIO Account Button,Link the VIZIO Account Button stringset 확인,"""Link the VIZIO Account"" text 출력된다",UNTESTED,UNTESTED,UNTESTED,UNTESTED
Get Started Page,Functional Area,Link the VIZIO Account Button,Get Started Page>Functional Area>Link the VIZIO Account Button,Link the VIZIO Account Button focus 시 UI 확인,Link the VIZIO Account Button 강조되어 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Get Started Page,Functional Area,Link the VIZIO Account Button,Get Started Page>Functional Area>Link the VIZIO Account Button,Link the VIZIO Account Button 기능 확인,VIZIO LINK POP UP 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Get Started Page,Functional Area,,Get Started Page>Functional Area,Privacy Policy text Button 확인,Privacy Policy text Button 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Get Started Page,Functional Area,,Get Started Page>Functional Area,Privacy Policy text Button stringset 확인,"""Privacy Policy"" text 출력된다",UNTESTED,UNTESTED,UNTESTED,UNTESTED
Get Started Page,Functional Area,,Get Started Page>Functional Area,Privacy Policy text Button focus 시 UI 확인,Privacy Policy text Button 강조되어 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Get Started Page,Functional Area,,Get Started Page>Functional Area,Privacy Policy text Button 기능 확인,Privacy Policy Screen 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Get Started Page,Privacy Policy Screen,,Get Started Page>Privacy Policy Screen,Scroll Up 동작 가능 여부 확인,동작하지 않는다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Get Started Page,Privacy Policy Screen,,Get Started Page>Privacy Policy Screen,Scroll Down 동작 확인,Scroll Down 동작한다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Get Started Page,Privacy Policy Screen,,Get Started Page>Privacy Policy Screen,Scroll Up 동작 확인,Scroll Up 동작한다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Get Started Page,Privacy Policy Screen,,Get Started Page>Privacy Policy Screen,Scroll Down 동작 가능 여부 확인,동작하지 않는다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Get Started Page,Privacy Policy Screen,,Get Started Page>Privacy Policy Screen,Background image 확인,Background image 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Get Started Page,Privacy Policy Screen,,Get Started Page>Privacy Policy Screen,Right indicator 확인,Right indicator 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Get Started Page,Privacy Policy Screen,,Get Started Page>Privacy Policy Screen,Content focus 시 UI 확인,focus 상태의 Content 강조되어 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Get Started Page,Privacy Policy Screen,Privacy Policy,Get Started Page>Privacy Policy Screen>Privacy Policy,Privacy Policy 항목 확인,Privacy Policy 항목 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Get Started Page,Privacy Policy Screen,Privacy Policy,Get Started Page>Privacy Policy Screen>Privacy Policy,Privacy Policy 항목 stringset 확인,"""Privacy Policy"" text 출력된다",UNTESTED,UNTESTED,UNTESTED,UNTESTED
Get Started Page,Privacy Policy Screen,Privacy Policy,Get Started Page>Privacy Policy Screen>Privacy Policy,리모컨 우측 방향키 입력 시 동작 확인,Privacy Policy Screen focus 이동한다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Get Started Page,Privacy Policy Screen,Privacy Policy,Get Started Page>Privacy Policy Screen>Privacy Policy,Privacy Policy 항목 기능 확인,Privacy Policy POP UP 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Get Started Page,Privacy Policy Screen,Privacy Policy (Europe),Get Started Page>Privacy Policy Screen>Privacy Policy (Europe),Privacy Policy (Europe) 항목 확인,Privacy Policy (Europe) 항목 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Get Started Page,Privacy Policy Screen,Privacy Policy (Europe),Get Started Page>Privacy Policy Screen>Privacy Policy (Europe),Privacy Policy (Europe) 항목 stringset 확인,"""Privacy Policy (Europe)"" text 출력된다",UNTESTED,UNTESTED,UNTESTED,UNTESTED
Get Started Page,Privacy Policy Screen,Privacy Policy (Europe),Get Started Page>Privacy Policy Screen>Privacy Policy (Europe),리모컨 우측 방향키 입력 시 동작 확인,Privacy Policy (Europe) Screen focus 이동한다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Get Started Page,Privacy Policy Screen,Privacy Policy (Europe),Get Started Page>Privacy Policy Screen>Privacy Policy (Europe),Privacy Policy (Europe) 항목 기능 확인,Privacy Policy (Europe) POP UP 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Get Started Page,Privacy Policy Screen,Privacy Policy (Oceania),Get Started Page>Privacy Policy Screen>Privacy Policy (Oceania),Privacy Policy (Oceania) 항목 확인,Privacy Policy (Oceania) 항목 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Get Started Page,Privacy Policy Screen,Privacy Policy (Oceania),Get Started Page>Privacy Policy Screen>Privacy Policy (Oceania),Privacy Policy (Oceania) 항목 stringset 확인,"""Privacy Policy (Oceania)"" text 출력된다",UNTESTED,UNTESTED,UNTESTED,UNTESTED
Get Started Page,Privacy Policy Screen,Privacy Policy (Oceania),Get Started Page>Privacy Policy Screen>Privacy Policy (Oceania),리모컨 우측 방향키 입력 시 동작 확인,Privacy Policy (Oceania) Screen focus 이동한다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Get Started Page,Privacy Policy Screen,Privacy Policy (Oceania),Get Started Page>Privacy Policy Screen>Privacy Policy (Oceania),Privacy Policy (Oceania) 항목 기능 확인,Privacy Policy (Oceania) POP UP 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Get Started Page,Privacy Policy Screen,Privacy Policy (Brazil),Get Started Page>Privacy Policy Screen>Privacy Policy (Brazil),Privacy Policy (Brazil) 항목 확인,Privacy Policy (Brazil) 항목 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Get Started Page,Privacy Policy Screen,Privacy Policy (Brazil),Get Started Page>Privacy Policy Screen>Privacy Policy (Brazil),Privacy Policy (Brazil) 항목 stringset 확인,"""Privacy Policy (Brazil)"" text 출력된다",UNTESTED,UNTESTED,UNTESTED,UNTESTED
Get Started Page,Privacy Policy Screen,Privacy Policy (Brazil),Get Started Page>Privacy Policy Screen>Privacy Policy (Brazil),리모컨 우측 방향키 입력 시 동작 확인,Privacy Policy (Brazil) Screen focus 이동한다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Get Started Page,Privacy Policy Screen,Privacy Policy (Brazil),Get Started Page>Privacy Policy Screen>Privacy Policy (Brazil),Privacy Policy (Brazil) 항목 기능 확인,Privacy Policy (Brazil) POP UP 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Get Started Page,Privacy Policy Screen,Privacy Policy POP UP,Get Started Page>Privacy Policy Screen>Privacy Policy POP UP,Scroll Up 동작 가능 여부 확인,동작하지 않는다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Get Started Page,Privacy Policy Screen,Privacy Policy POP UP,Get Started Page>Privacy Policy Screen>Privacy Policy POP UP,Scroll Down 동작 확인,Scroll Down 동작한다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Get Started Page,Privacy Policy Screen,Privacy Policy POP UP,Get Started Page>Privacy Policy Screen>Privacy Policy POP UP,Scroll Up 동작 확인,Scroll Up 동작한다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Get Started Page,Privacy Policy Screen,Privacy Policy POP UP,Get Started Page>Privacy Policy Screen>Privacy Policy POP UP,Scroll Down 동작 가능 여부 확인,동작하지 않는다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Get Started Page,Privacy Policy Screen,Privacy Policy POP UP,Get Started Page>Privacy Policy Screen>Privacy Policy POP UP,리모컨 좌측 방향키 입력 시 UI 확인,Privacy Policy text Button focus 위치한다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Get Started Page,Privacy Policy Screen,Privacy Policy POP UP,Get Started Page>Privacy Policy Screen>Privacy Policy POP UP,리모컨 우측 방향키 입력 시 동작 확인,동작하지 않는다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Get Started Page,Privacy Policy Screen,Privacy Policy POP UP,Get Started Page>Privacy Policy Screen>Privacy Policy POP UP,리모컨 취소 버튼 입력 시 동작 확인,Privacy Policy POP UP 사라진다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Get Started Page,Privacy Policy Screen,Privacy Policy POP UP,Get Started Page>Privacy Policy Screen>Privacy Policy POP UP,text Paragraph 확인,text Paragraph 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Get Started Page,Privacy Policy Screen,Privacy Policy POP UP,Get Started Page>Privacy Policy Screen>Privacy Policy POP UP,Scroll indicator 확인,Scroll indicator 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Get Started Page,Privacy Policy Screen,Privacy Policy POP UP,Get Started Page>Privacy Policy Screen>Privacy Policy POP UP,Scroll indicator 동작 확인,현재 노출 위치가 Scroll indicator 상에 표시된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Get Started Page,Privacy Policy Screen,Privacy Policy (Europe) POP UP,Get Started Page>Privacy Policy Screen>Privacy Policy (Europe) POP UP,Scroll Up 동작 가능 여부 확인,동작하지 않는다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Get Started Page,Privacy Policy Screen,Privacy Policy (Europe) POP UP,Get Started Page>Privacy Policy Screen>Privacy Policy (Europe) POP UP,Scroll Down 동작 확인,Scroll Down 동작한다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Get Started Page,Privacy Policy Screen,Privacy Policy (Europe) POP UP,Get Started Page>Privacy Policy Screen>Privacy Policy (Europe) POP UP,Scroll Up 동작 확인,Scroll Up 동작한다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Get Started Page,Privacy Policy Screen,Privacy Policy (Europe) POP UP,Get Started Page>Privacy Policy Screen>Privacy Policy (Europe) POP UP,Scroll Down 동작 가능 여부 확인,동작하지 않는다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Get Started Page,Privacy Policy Screen,Privacy Policy (Europe) POP UP,Get Started Page>Privacy Policy Screen>Privacy Policy (Europe) POP UP,리모컨 좌측 방향키 입력 시 UI 확인,Privacy Policy text Button focus 위치한다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Get Started Page,Privacy Policy Screen,Privacy Policy (Europe) POP UP,Get Started Page>Privacy Policy Screen>Privacy Policy (Europe) POP UP,리모컨 우측 방향키 입력 시 동작 확인,동작하지 않는다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Get Started Page,Privacy Policy Screen,Privacy Policy (Europe) POP UP,Get Started Page>Privacy Policy Screen>Privacy Policy (Europe) POP UP,리모컨 취소 버튼 입력 시 동작 확인,Privacy Policy POP UP (Europe) 사라진다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Get Started Page,Privacy Policy Screen,Privacy Policy (Europe) POP UP,Get Started Page>Privacy Policy Screen>Privacy Policy (Europe) POP UP,text Paragraph 확인,text Paragraph 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Get Started Page,Privacy Policy Screen,Privacy Policy (Europe) POP UP,Get Started Page>Privacy Policy Screen>Privacy Policy (Europe) POP UP,Scroll indicator 확인,Scroll indicator 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Get Started Page,Privacy Policy Screen,Privacy Policy (Europe) POP UP,Get Started Page>Privacy Policy Screen>Privacy Policy (Europe) POP UP,Scroll indicator 동작 확인,현재 노출 위치가 Scroll indicator 상에 표시된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Get Started Page,Privacy Policy Screen,Privacy Policy (Oceania) POP UP,Get Started Page>Privacy Policy Screen>Privacy Policy (Oceania) POP UP,Scroll Up 동작 가능 여부 확인,동작하지 않는다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Get Started Page,Privacy Policy Screen,Privacy Policy (Oceania) POP UP,Get Started Page>Privacy Policy Screen>Privacy Policy (Oceania) POP UP,Scroll Down 동작 확인,Scroll Down 동작한다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Get Started Page,Privacy Policy Screen,Privacy Policy (Oceania) POP UP,Get Started Page>Privacy Policy Screen>Privacy Policy (Oceania) POP UP,Scroll Up 동작 확인,Scroll Up 동작한다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Get Started Page,Privacy Policy Screen,Privacy Policy (Oceania) POP UP,Get Started Page>Privacy Policy Screen>Privacy Policy (Oceania) POP UP,Scroll Down 동작 가능 여부 확인,동작하지 않는다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Get Started Page,Privacy Policy Screen,Privacy Policy (Oceania) POP UP,Get Started Page>Privacy Policy Screen>Privacy Policy (Oceania) POP UP,리모컨 좌측 방향키 입력 시 UI 확인,Privacy Policy text Button focus 위치한다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Get Started Page,Privacy Policy Screen,Privacy Policy (Oceania) POP UP,Get Started Page>Privacy Policy Screen>Privacy Policy (Oceania) POP UP,리모컨 우측 방향키 입력 시 동작 확인,동작하지 않는다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Get Started Page,Privacy Policy Screen,Privacy Policy (Oceania) POP UP,Get Started Page>Privacy Policy Screen>Privacy Policy (Oceania) POP UP,리모컨 취소 버튼 입력 시 동작 확인,Privacy Policy POP UP (Oceania) 사라진다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Get Started Page,Privacy Policy Screen,Privacy Policy (Oceania) POP UP,Get Started Page>Privacy Policy Screen>Privacy Policy (Oceania) POP UP,text Paragraph 확인,text Paragraph 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Get Started Page,Privacy Policy Screen,Privacy Policy (Oceania) POP UP,Get Started Page>Privacy Policy Screen>Privacy Policy (Oceania) POP UP,Scroll indicator 확인,Scroll indicator 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Get Started Page,Privacy Policy Screen,Privacy Policy (Oceania) POP UP,Get Started Page>Privacy Policy Screen>Privacy Policy (Oceania) POP UP,Scroll indicator 동작 확인,현재 노출 위치가 Scroll indicator 상에 표시된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Get Started Page,Privacy Policy Screen,Privacy Policy (Brazil) POP UP,Get Started Page>Privacy Policy Screen>Privacy Policy (Brazil) POP UP,Scroll Up 동작 가능 여부 확인,동작하지 않는다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Get Started Page,Privacy Policy Screen,Privacy Policy (Brazil) POP UP,Get Started Page>Privacy Policy Screen>Privacy Policy (Brazil) POP UP,Scroll Down 동작 확인,Scroll Down 동작한다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Get Started Page,Privacy Policy Screen,Privacy Policy (Brazil) POP UP,Get Started Page>Privacy Policy Screen>Privacy Policy (Brazil) POP UP,Scroll Up 동작 확인,Scroll Up 동작한다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Get Started Page,Privacy Policy Screen,Privacy Policy (Brazil) POP UP,Get Started Page>Privacy Policy Screen>Privacy Policy (Brazil) POP UP,Scroll Down 동작 가능 여부 확인,동작하지 않는다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Get Started Page,Privacy Policy Screen,Privacy Policy (Brazil) POP UP,Get Started Page>Privacy Policy Screen>Privacy Policy (Brazil) POP UP,리모컨 좌측 방향키 입력 시 UI 확인,Privacy Policy text Button focus 위치한다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Get Started Page,Privacy Policy Screen,Privacy Policy (Brazil) POP UP,Get Started Page>Privacy Policy Screen>Privacy Policy (Brazil) POP UP,리모컨 우측 방향키 입력 시 동작 확인,동작하지 않는다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Get Started Page,Privacy Policy Screen,Privacy Policy (Brazil) POP UP,Get Started Page>Privacy Policy Screen>Privacy Policy (Brazil) POP UP,리모컨 취소 버튼 입력 시 동작 확인,Privacy Policy POP UP (Brazil) 사라진다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Get Started Page,Privacy Policy Screen,Privacy Policy (Brazil) POP UP,Get Started Page>Privacy Policy Screen>Privacy Policy (Brazil) POP UP,text Paragraph 확인,text Paragraph 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Get Started Page,Privacy Policy Screen,Privacy Policy (Brazil) POP UP,Get Started Page>Privacy Policy Screen>Privacy Policy (Brazil) POP UP,Scroll indicator 확인,Scroll indicator 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Get Started Page,Privacy Policy Screen,Privacy Policy (Brazil) POP UP,Get Started Page>Privacy Policy Screen>Privacy Policy (Brazil) POP UP,Scroll indicator 동작 확인,현재 노출 위치가 Scroll indicator 상에 표시된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Get Started Page,Offline Page,,Get Started Page>Offline Page,title text 확인,title text 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Get Started Page,Offline Page,,Get Started Page>Offline Page,title text stringset 확인,"""Network Disconnected"" text 출력된다",UNTESTED,UNTESTED,UNTESTED,UNTESTED
Get Started Page,Offline Page,,Get Started Page>Offline Page,sub text 확인,sub text 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Get Started Page,Offline Page,,Get Started Page>Offline Page,sub text stringset 확인,"""Network is unstable. Please check your internet connection"" text 출력된다",UNTESTED,UNTESTED,UNTESTED,UNTESTED
Get Started Page,Offline Page,Functional Area,Get Started Page>Offline Page>Functional Area,OK Button 확인,OK Button 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Get Started Page,Offline Page,Functional Area,Get Started Page>Offline Page>Functional Area,OK Button stringset 확인,"""OK"" text 출력된다",UNTESTED,UNTESTED,UNTESTED,UNTESTED
Get Started Page,Offline Page,Functional Area,Get Started Page>Offline Page>Functional Area,OK Button focus 시 UI 확인,OK Button 강조되어 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Get Started Page,Offline Page,Functional Area,Get Started Page>Offline Page>Functional Area,OK Button 기능 확인,KOCOWA APP 종료된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Sign Up Page,,,Sign Up Page,리모컨 Back button 기능 확인,이전 Page로 진입한다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Sign Up Page,,,Sign Up Page,KOCOWA logo 확인,KOCOWA logo 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Sign Up Page,,,Sign Up Page,title text 확인,title text 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Sign Up Page,,,Sign Up Page,title text stringset 확인,"""Sign Up"" text 출력된다",UNTESTED,UNTESTED,UNTESTED,UNTESTED
Sign Up Page,Password input Area,Encoding,Sign Up Page>Password input Area>Encoding,Show Password icon 확인,Slashed Eye 형태의 Show Password icon 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Sign Up Page,Password input Area,Encoding,Sign Up Page>Password input Area>Encoding,Show Password icon focus 시 UI 확인,Show Password icon 강조되어 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Sign Up Page,Password input Area,Encoding,Sign Up Page>Password input Area>Encoding,Show Password icon 선택 시 UI 확인,Hide Password icon 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Sign Up Page,Password input Area,Encoding,Sign Up Page>Password input Area>Encoding,Show Password icon 선택 시 동작 확인,User Password 비암호화되어 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Sign Up Page,Password input Area,Encoding,Sign Up Page>Password input Area>Encoding,Hide Password icon 확인,Eye 형태의 Hide Password icon 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Sign Up Page,Password input Area,Encoding,Sign Up Page>Password input Area>Encoding,Hide Password icon focus 시 UI 확인,Hide Password icon 강조되어 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Sign Up Page,Password input Area,Encoding,Sign Up Page>Password input Area>Encoding,Hide Password icon 선택 시 UI 확인,Show Password icon 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Sign Up Page,Password input Area,Encoding,Sign Up Page>Password input Area>Encoding,Hide Password icon 선택 시 동작 확인,"User password ""*"" 표시로 암호화되어 노출된다",UNTESTED,UNTESTED,UNTESTED,UNTESTED
Sign Up Page,Functional Area,Next Button,Sign Up Page>Functional Area>Next Button,Next Button 확인,Next Button Dimmed 처리되어 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Sign Up Page,Functional Area,Next Button,Sign Up Page>Functional Area>Next Button,Next Button stringset 확인,"""Next"" text 출력된다",UNTESTED,UNTESTED,UNTESTED,UNTESTED
Sign Up Page,Functional Area,Next Button,Sign Up Page>Functional Area>Next Button,Dimmed Next Button focus 가능 여부 확인,Next Button focus 이동하지 않는다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Sign Up Page,Functional Area,Next Button,Sign Up Page>Functional Area>Next Button,Unvalid Account Data 입력 시 동작 확인,반응 없다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Sign Up Page,Functional Area,Next Button,Sign Up Page>Functional Area>Next Button,Valid Account Data 입력 시 동작 확인,Next Button 활성화되어 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Sign Up Page,Functional Area,Next Button,Sign Up Page>Functional Area>Next Button,Next Button focus 시 UI 확인,Next Button 강조되어 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
