대분류,중분류,소분류,Section,테스트 항목,기대결과,FireTV,ROKU,AndroidTV,AppleTV
Setting Page,My Account Screen,,Setting Page>My Account Screen,Default Settings 확인,Profile Change Button focus 위치한다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,My Account Screen,,Setting Page>My Account Screen,리모컨 취소 Button 입력 시 동작 확인,이전 화면으로 이동한다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,My Account Screen,,Setting Page>My Account Screen,리모컨 취소 Button 입력 시 동작 확인,이전 화면으로 focus 이동한다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,My Account Screen,,Setting Page>My Account Screen,리모컨 위 방향키 입력 시 동작 확인,동작하지 않는다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,My Account Screen,,Setting Page>My Account Screen,리모컨 아래 방향키 입력 시 동작 확인,하단으로 focus 이동한다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,My Account Screen,,Setting Page>My Account Screen,리모컨 좌측 방향키 입력 시 동작 확인,좌측으로 focus 이동한다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,My Account Screen,,Setting Page>My Account Screen,리모컨 우측 방향키 입력 시 동작 확인,동작하지 않는다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,My Account Screen,Email Area,Setting Page>My Account Screen>Email Area,title text 확인,"""E-mail"" text 출력된다",UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,My Account Screen,Email Area,Setting Page>My Account Screen>Email Area,User Email address 확인,User Email address text 출력된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,My Account Screen,Name Area,Setting Page>My Account Screen>Name Area,title text 확인,"""Name"" text 출력된다",UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,My Account Screen,Name Area,Setting Page>My Account Screen>Name Area,User Name 확인,User Name text 출력된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,My Account Screen,Gender Area,Setting Page>My Account Screen>Gender Area,title text 확인,"""Gender"" text 출력된다",UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,My Account Screen,Gender Area,Setting Page>My Account Screen>Gender Area,User Gender 확인,User Gender text 출력된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,My Account Screen,Gender Area,Setting Page>My Account Screen>Gender Area,Male 확인,"""Male"" 값 출력된다",UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,My Account Screen,Gender Area,Setting Page>My Account Screen>Gender Area,Female 확인,"""Female"" 값 출력된다",UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,My Account Screen,Gender Area,Setting Page>My Account Screen>Gender Area,Other 확인,"""Other"" 값 출력된다",UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,My Account Screen,Gender Area,Setting Page>My Account Screen>Gender Area,Prefer not to say 확인,"""Prefer not to say"" 값 출력된다",UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,My Account Screen,Birthday Area,Setting Page>My Account Screen>Birthday Area,title text 확인,"""Birthday"" text 출력된다",UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,My Account Screen,Birthday Area,Setting Page>My Account Screen>Birthday Area,User Birthday 확인,"""{MM} / {DD} / {YYYY}"" text 출력된다",UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,My Account Screen,sub text,Setting Page>My Account Screen>sub text,sub text 확인,sub text 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,My Account Screen,sub text,Setting Page>My Account Screen>sub text,sub text stringset 확인,"""To change your account information, you can proceed from the mobile app or web."" text 출력된다",UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,My Account Screen,Functional Area,Setting Page>My Account Screen>Functional Area,Profile Change Button 확인,Profile Change Button 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,My Account Screen,Functional Area,Setting Page>My Account Screen>Functional Area,Profile Change Button stringset 확인,"""Profile Change"" text 출력된다",UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,My Account Screen,Functional Area,Setting Page>My Account Screen>Functional Area,Profile Change Button focus 시 UI 확인,Profile Change Button 강조되어 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,My Account Screen,Functional Area,Setting Page>My Account Screen>Functional Area,Profile Change Button 기능 확인,Multi-Profile Main Page 진입된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,My Account Screen,Functional Area,Setting Page>My Account Screen>Functional Area,Delete Account Button 확인,Delete Account Button 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,My Account Screen,Functional Area,Setting Page>My Account Screen>Functional Area,Delete Account Button stringset 확인,"""Delete Account"" text 출력된다",UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,My Account Screen,Functional Area,Setting Page>My Account Screen>Functional Area,Delete Account Button focus 시 UI 확인,Delete Account Button 붉은색으로 강조되어 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,My Account Screen,Functional Area,Setting Page>My Account Screen>Functional Area,구독 시 Delete Account Button 기능 확인,Unable Delete POP UP 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,My Account Screen,Functional Area,Setting Page>My Account Screen>Functional Area,구독 해제 시 Delete Account Button 기능 확인,Delete Account POP UP 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,My Account Screen,Unable Delete POP UP,Setting Page>My Account Screen>Unable Delete POP UP,sub text 확인,"""If you have an active subscription, deleting your account is not possible. Please cancel your subscription and then try again."" text 출력된다",UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,My Account Screen,Unable Delete POP UP,Setting Page>My Account Screen>Unable Delete POP UP,OK Button 확인,OK Button 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,My Account Screen,Unable Delete POP UP,Setting Page>My Account Screen>Unable Delete POP UP,OK Button stringset 확인,"""OK"" Button 노출된다",UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,My Account Screen,Unable Delete POP UP,Setting Page>My Account Screen>Unable Delete POP UP,OK Button 기능 확인,Unable delete POP UP 사라진다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,My Account Screen,Delete Account POP UP,Setting Page>My Account Screen>Delete Account POP UP,title text 확인,"""Delete Account"" text 출력된다",UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,My Account Screen,Delete Account POP UP,Setting Page>My Account Screen>Delete Account POP UP,sub text 확인,"""Are you sure you want to delete your account? This action is irreversible and will permanently remove all your data."" text 출력된다",UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,My Account Screen,Delete Account POP UP,Setting Page>My Account Screen>Delete Account POP UP,OK Button 확인,OK Button 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,My Account Screen,Delete Account POP UP,Setting Page>My Account Screen>Delete Account POP UP,OK Button stringset 확인,"""OK"" Button 노출된다",UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,My Account Screen,Delete Account POP UP,Setting Page>My Account Screen>Delete Account POP UP,OK Button 기능 확인,"
Account Deletion successful POP UP 노출된다",UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,My Account Screen,Delete Account POP UP,Setting Page>My Account Screen>Delete Account POP UP,OK Button 동작 확인,Account Delete 된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,My Account Screen,Delete Account POP UP,Setting Page>My Account Screen>Delete Account POP UP,Cancel Button 확인,Cancel Button 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,My Account Screen,Delete Account POP UP,Setting Page>My Account Screen>Delete Account POP UP,Cancel Button stringset 확인,"""Cancel"" Button 노출된다",UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,My Account Screen,Delete Account POP UP,Setting Page>My Account Screen>Delete Account POP UP,Cancel Button 기능 확인,Delete Account POP UP 사라진다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,My Account Screen,Account Deletion successful POP UP,Setting Page>My Account Screen>Account Deletion successful POP UP,sub text 확인,"""Your account has been successfully deleted. We're sorry to see you go. If you ever decide to come back, you can create a new account anytime. Thank you for using out service."" text 출력된다",UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,My Account Screen,Account Deletion successful POP UP,Setting Page>My Account Screen>Account Deletion successful POP UP,OK Button 확인,OK Button 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,My Account Screen,Account Deletion successful POP UP,Setting Page>My Account Screen>Account Deletion successful POP UP,OK Button stringset 확인,"""OK"" Button 노출된다",UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,My Account Screen,Account Deletion successful POP UP,Setting Page>My Account Screen>Account Deletion successful POP UP,OK Button 기능 확인,Account Deletion successful POP UP 사라진다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,My Account Screen,Account Deletion successful POP UP,Setting Page>My Account Screen>Account Deletion successful POP UP,OK Button 동작 확인,Sign In Page 진입된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,Delete Data Screen,,Setting Page>Delete Data Screen,Default Settings 확인,Delete Button focus 위치한다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,Delete Data Screen,,Setting Page>Delete Data Screen,리모컨 취소 Button 입력 시 동작 확인,이전 화면으로 이동한다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,Delete Data Screen,,Setting Page>Delete Data Screen,리모컨 위 방향키 입력 시 동작 확인,상단으로 focus 이동한다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,Delete Data Screen,,Setting Page>Delete Data Screen,리모컨 아래 방향키 입력 시 동작 확인,하단으로 focus 이동한다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,Delete Data Screen,,Setting Page>Delete Data Screen,리모컨 좌측 방향키 입력 시 동작 확인,좌측으로 focus 이동한다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,Delete Data Screen,,Setting Page>Delete Data Screen,리모컨 우측 방향키 입력 시 동작 확인,동작하지 않는다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,Delete Data Screen,Favorite Content Area,Setting Page>Delete Data Screen>Favorite Content Area,title text 확인,title text 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,Delete Data Screen,Favorite Content Area,Setting Page>Delete Data Screen>Favorite Content Area,title text stringset 확인,"""Favorite Content"" text 출력된다",UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,Delete Data Screen,Favorite Content Area,Setting Page>Delete Data Screen>Favorite Content Area,Delete Button 확인,Delete Button 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,Delete Data Screen,Favorite Content Area,Setting Page>Delete Data Screen>Favorite Content Area,Delete Button stringset 확인,"""Delete"" text 출력된다",UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,Delete Data Screen,Favorite Content Area,Setting Page>Delete Data Screen>Favorite Content Area,Delete Button focus 시 UI 확인,Delete Button 강조되어 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,Delete Data Screen,Favorite Content Area,Setting Page>Delete Data Screen>Favorite Content Area,Delete Button 기능 확인,Delete All Favorites POP UP 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,Delete Data Screen,Viewing History Area,Setting Page>Delete Data Screen>Viewing History Area,title text 확인,title text 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,Delete Data Screen,Viewing History Area,Setting Page>Delete Data Screen>Viewing History Area,title text stringset 확인,"""Viewing History"" text 출력된다",UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,Delete Data Screen,Viewing History Area,Setting Page>Delete Data Screen>Viewing History Area,Delete Button 확인,Delete Button 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,Delete Data Screen,Viewing History Area,Setting Page>Delete Data Screen>Viewing History Area,Delete Button stringset 확인,"""Delete"" text 출력된다",UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,Delete Data Screen,Viewing History Area,Setting Page>Delete Data Screen>Viewing History Area,Delete Button focus 시 UI 확인,Delete Button 강조되어 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,Delete Data Screen,Viewing History Area,Setting Page>Delete Data Screen>Viewing History Area,Delete Button 기능 확인,Delete All History POP UP 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,Delete Data Screen,Search History Area,Setting Page>Delete Data Screen>Search History Area,title text 확인,title text 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,Delete Data Screen,Search History Area,Setting Page>Delete Data Screen>Search History Area,title text stringset 확인,"""Search History"" text 출력된다",UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,Delete Data Screen,Search History Area,Setting Page>Delete Data Screen>Search History Area,Delete Button 확인,Delete Button 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,Delete Data Screen,Search History Area,Setting Page>Delete Data Screen>Search History Area,Delete Button stringset 확인,"""Delete"" text 출력된다",UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,Delete Data Screen,Search History Area,Setting Page>Delete Data Screen>Search History Area,Delete Button focus 시 UI 확인,Delete Button 강조되어 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,Delete Data Screen,Search History Area,Setting Page>Delete Data Screen>Search History Area,Delete Button 기능 확인,Delete Search History POP UP 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,Delete Data Screen,sub text,Setting Page>Delete Data Screen>sub text,sub text 확인,sub text 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,Delete Data Screen,sub text,Setting Page>Delete Data Screen>sub text,sub text stringset 확인,"""Reset this profile’s Favorites, Viewing History and Search History from all devices. Deleted data cannot be restored."" text 출력된다",UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,Delete All Favorites POP UP,,Setting Page>Delete All Favorites POP UP,title text 확인,title text 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,Delete All Favorites POP UP,,Setting Page>Delete All Favorites POP UP,title text stringset 확인,"""Delete All Favorites"" text 출력된다",UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,Delete All Favorites POP UP,,Setting Page>Delete All Favorites POP UP,sub text 확인,"""Are you sure you want to delete all of your Favorites? Deleted Favorites can’t be restored."" text 출력된다",UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,Delete All Favorites POP UP,,Setting Page>Delete All Favorites POP UP,Default Settings 확인,Cancel Button focus 위치한다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,Delete All Favorites POP UP,,Setting Page>Delete All Favorites POP UP,Cancel Button 확인,Cancel Button 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,Delete All Favorites POP UP,,Setting Page>Delete All Favorites POP UP,Cancel Button stringset 확인,"""Cancel"" text 출력된다",UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,Delete All Favorites POP UP,,Setting Page>Delete All Favorites POP UP,Cancel Button focus 시 UI 확인,Cancel Button 강조되어 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,Delete All Favorites POP UP,,Setting Page>Delete All Favorites POP UP,Cancel Button 기능 확인,Delete All Favorites POP UP 사라진다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,Delete All Favorites POP UP,,Setting Page>Delete All Favorites POP UP,OK Button 확인,OK Button 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,Delete All Favorites POP UP,,Setting Page>Delete All Favorites POP UP,OK Button stringset 확인,"""OK"" text 출력된다",UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,Delete All Favorites POP UP,,Setting Page>Delete All Favorites POP UP,OK Button focus 시 UI 확인,OK Button 강조되어 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,Delete All Favorites POP UP,,Setting Page>Delete All Favorites POP UP,OK Button 선택 시 동작 확인,Favorite Conten Deletion Complete POP UP 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,Delete All Favorites POP UP,,Setting Page>Delete All Favorites POP UP,OK Button 기능 확인,Favorites Content 전체 삭제된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,Delete All Favorites POP UP,Favorite Conten Deletion Complete POP UP,Setting Page>Delete All Favorites POP UP>Favorite Conten Deletion Complete POP UP,title text 확인,title text 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,Delete All Favorites POP UP,Favorite Conten Deletion Complete POP UP,Setting Page>Delete All Favorites POP UP>Favorite Conten Deletion Complete POP UP,title text stringset 확인,"""Favorite Content List deletion has been completed."" text 출력된다",UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,Delete All Favorites POP UP,Favorite Conten Deletion Complete POP UP,Setting Page>Delete All Favorites POP UP>Favorite Conten Deletion Complete POP UP,OK Button 확인,OK Button 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,Delete All Favorites POP UP,Favorite Conten Deletion Complete POP UP,Setting Page>Delete All Favorites POP UP>Favorite Conten Deletion Complete POP UP,OK Button stringset 확인,"""OK"" text 출력된다",UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,Delete All Favorites POP UP,Favorite Conten Deletion Complete POP UP,Setting Page>Delete All Favorites POP UP>Favorite Conten Deletion Complete POP UP,OK Button focus 시 UI 확인,OK Button 강조되어 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,Delete All Favorites POP UP,Favorite Conten Deletion Complete POP UP,Setting Page>Delete All Favorites POP UP>Favorite Conten Deletion Complete POP UP,OK Button 기능 확인,Favorite Conten Deletion Complete POP UP 사라진다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,Delete All History POP UP,,Setting Page>Delete All History POP UP,title text 확인,title text 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,Delete All History POP UP,,Setting Page>Delete All History POP UP,title text stringset 확인,"""Delete All History"" text 출력된다",UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,Delete All History POP UP,,Setting Page>Delete All History POP UP,sub text 확인,"""Are you sure you want to delete all of your viewing history? Delete viewing history can’t be restored."" text 출력된다",UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,Delete All History POP UP,,Setting Page>Delete All History POP UP,Default Settings 확인,Cancel Button focus 위치한다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,Delete All History POP UP,,Setting Page>Delete All History POP UP,Cancel Button 확인,Cancel Button 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,Delete All History POP UP,,Setting Page>Delete All History POP UP,Cancel Button stringset 확인,"""Cancel"" text 출력된다",UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,Delete All History POP UP,,Setting Page>Delete All History POP UP,Cancel Button focus 시 UI 확인,Cancel Button 강조되어 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,Delete All History POP UP,,Setting Page>Delete All History POP UP,Cancel Button 기능 확인,Delete All History POP UP 사라진다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,Delete All History POP UP,,Setting Page>Delete All History POP UP,OK Button 확인,OK Button 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,Delete All History POP UP,,Setting Page>Delete All History POP UP,OK Button stringset 확인,"""OK"" text 출력된다",UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,Delete All History POP UP,,Setting Page>Delete All History POP UP,OK Button focus 시 UI 확인,OK Button 강조되어 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,Delete All History POP UP,,Setting Page>Delete All History POP UP,OK Button 선택 시 동작 확인,Delete All History POP UP 사라진다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,Delete All History POP UP,,Setting Page>Delete All History POP UP,OK Button 기능 확인,History Content 전체 삭제된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,Delete All History POP UP,Viewing History Deletion Complete POP UP,Setting Page>Delete All History POP UP>Viewing History Deletion Complete POP UP,title text 확인,title text 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,Delete All History POP UP,Viewing History Deletion Complete POP UP,Setting Page>Delete All History POP UP>Viewing History Deletion Complete POP UP,title text stringset 확인,"""Viewing history deletion has been compeleted."" text 출력된다",UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,Delete All History POP UP,Viewing History Deletion Complete POP UP,Setting Page>Delete All History POP UP>Viewing History Deletion Complete POP UP,OK Button 확인,OK Button 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,Delete All History POP UP,Viewing History Deletion Complete POP UP,Setting Page>Delete All History POP UP>Viewing History Deletion Complete POP UP,OK Button stringset 확인,"""OK"" text 출력된다",UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,Delete All History POP UP,Viewing History Deletion Complete POP UP,Setting Page>Delete All History POP UP>Viewing History Deletion Complete POP UP,OK Button focus 시 UI 확인,OK Button 강조되어 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,Delete All History POP UP,Viewing History Deletion Complete POP UP,Setting Page>Delete All History POP UP>Viewing History Deletion Complete POP UP,OK Button 기능 확인,Viewing History Deletion Complete POP UP 사라진다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,Delete Search History POP UP,,Setting Page>Delete Search History POP UP,title text 확인,title text 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,Delete Search History POP UP,,Setting Page>Delete Search History POP UP,title text stringset 확인,"""Delete Search History"" text 출력된다",UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,Delete Search History POP UP,,Setting Page>Delete Search History POP UP,sub text 확인,"""Are you sure you want to delete all of your Search history? Deleted Search history can't be restored."" text 출력된다",UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,Delete Search History POP UP,,Setting Page>Delete Search History POP UP,Default Settings 확인,Cancel Button focus 위치한다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,Delete Search History POP UP,,Setting Page>Delete Search History POP UP,Cancel Button 확인,Cancel Button 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,Delete Search History POP UP,,Setting Page>Delete Search History POP UP,Cancel Button stringset 확인,"""Cancel"" text 출력된다",UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,Delete Search History POP UP,,Setting Page>Delete Search History POP UP,Cancel Button focus 시 UI 확인,Cancel Button 강조되어 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,Delete Search History POP UP,,Setting Page>Delete Search History POP UP,Cancel Button 기능 확인,Delete All History POP UP 사라진다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,Delete Search History POP UP,,Setting Page>Delete Search History POP UP,OK Button 확인,OK Button 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,Delete Search History POP UP,,Setting Page>Delete Search History POP UP,OK Button stringset 확인,"""OK"" text 출력된다",UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,Delete Search History POP UP,,Setting Page>Delete Search History POP UP,OK Button focus 시 UI 확인,OK Button 강조되어 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,Delete Search History POP UP,,Setting Page>Delete Search History POP UP,OK Button 선택 시 동작 확인,Delete All History POP UP 사라진다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,Delete Search History POP UP,,Setting Page>Delete Search History POP UP,OK Button 기능 확인,Searched History 전체 삭제된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,Delete Search History POP UP,Search History Deletion Complete POP UP,Setting Page>Delete Search History POP UP>Search History Deletion Complete POP UP,title text 확인,title text 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,Delete Search History POP UP,Search History Deletion Complete POP UP,Setting Page>Delete Search History POP UP>Search History Deletion Complete POP UP,title text stringset 확인,"""Search history deletion has been compeleted."" text 출력된다",UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,Delete Search History POP UP,Search History Deletion Complete POP UP,Setting Page>Delete Search History POP UP>Search History Deletion Complete POP UP,OK Button 확인,OK Button 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,Delete Search History POP UP,Search History Deletion Complete POP UP,Setting Page>Delete Search History POP UP>Search History Deletion Complete POP UP,OK Button stringset 확인,"""OK"" text 출력된다",UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,Delete Search History POP UP,Search History Deletion Complete POP UP,Setting Page>Delete Search History POP UP>Search History Deletion Complete POP UP,OK Button focus 시 UI 확인,OK Button 강조되어 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,Delete Search History POP UP,Search History Deletion Complete POP UP,Setting Page>Delete Search History POP UP>Search History Deletion Complete POP UP,OK Button 기능 확인,Search History Deletion Complete POP UP 사라진다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,Payment Screen,My subscription Area,Setting Page>Payment Screen>My subscription Area,title text 확인,"""My subscription"" text 출력된다",UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,Payment Screen,My subscription Area,Setting Page>Payment Screen>My subscription Area,Absence Subscription inform text 확인,Absence Subscription inform text 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,Payment Screen,My subscription Area,Setting Page>Payment Screen>My subscription Area,Absence Subscription inform text stringset 확인,"""You have no subscrption in your account."" text 출력된다",UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,Payment Screen,My subscription Area,Setting Page>Payment Screen>My subscription Area,Subscription item text 확인,User Subscription item text 출력된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,Payment Screen,My subscription Area,Setting Page>Payment Screen>My subscription Area,Subscription item text UI 확인,User Subscription item text 강조되어 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,Payment Screen,Next Billing Date Area,Setting Page>Payment Screen>Next Billing Date Area,Next Billing Date Area 노출 여부 확인,Next Billing Date Area 노출되지 않는다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,Payment Screen,Next Billing Date Area,Setting Page>Payment Screen>Next Billing Date Area,title text 확인,"""Next Renewal Date"" text 출력된다",UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,Payment Screen,Next Billing Date Area,Setting Page>Payment Screen>Next Billing Date Area,Cancel Plan 적용 시 title text 확인,"""Valid Until"" text 출력된다",UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,Payment Screen,Next Billing Date Area,Setting Page>Payment Screen>Next Billing Date Area,User Next Billing Date 확인,"""{MM/DD/YYYY}"" User Next Billing Date 노출된다",UNTESTED,UNTESTED,UNTESTED,UNTESTED
Setting Page,Payment Screen,Next Billing Date Area,Setting Page>Payment Screen>Next Billing Date Area,User Next Billing Time 확인,"""{HH:MM}"" User Next Billing Time 노출된다",UNTESTED,UNTESTED,UNTESTED,UNTESTED
